Path,FinalStockPrice,FinalHedgingError
1,79.4399,-0.211539
2,98.318,-0.556806
3,112.494,0.402743
4,119.588,-0.285773
5,118.14,-0.427333
6,97.279,0.129534
7,91.4177,0.476406
8,76.4877,-0.499217
9,116.889,-0.416301
10,113.942,1.05391
11,100.303,0.832627
12,107.257,1.01336
13,136.81,0.0701684
14,99.2171,-0.649421
15,124.834,-0.486216
16,102.832,1.46266
17,122.483,-0.748782
18,103.366,0.426998
19,102.399,-0.119383
20,109.217,-1.34925
21,110.192,0.167225
22,115.519,-0.616182
23,114.547,-0.45039
24,95.1848,0.638912
25,111.854,-0.177309
26,103.545,0.965224
27,106.371,-0.714258
28,94.0004,0.784582
29,97.844,0.492118
30,126.769,-0.23648
31,116.256,-0.000984648
32,104.286,-0.247182
33,92.8939,0.220319
34,91.2165,0.739643
35,94.032,0.760145
36,106.396,-0.197383
37,93.2831,0.165118
38,91.4793,-0.0199361
39,104.277,1.37868
40,87.6344,-0.263882
41,101.115,0.148768
42,105.159,1.10354
43,109.122,-1.65591
44,145.785,-0.261903
45,112.498,0.0794337
46,86.6222,0.3387
47,87.5585,0.188978
48,99.9236,0.272549
49,106.88,0.021184
50,102.475,0.471161
51,89.8419,-0.326808
52,88.1549,-0.158928
53,78.646,0.0925262
54,110.832,-0.399449
55,106.179,-0.694392
56,99.4668,0.252776
57,112.045,0.0134979
58,81.2748,0.135415
59,98.6574,0.845713
60,87.6418,0.502932
61,108.418,0.777537
62,96.4473,-0.56458
63,80.9093,-0.206596
64,85.1603,-0.191134
65,93.4586,0.0145609
66,97.1252,0.719485
67,92.2927,-0.90056
68,109.849,-0.217471
69,92.0354,-0.030624
70,99.2708,0.123172
71,92.5002,0.266701
72,82.9295,-0.0840211
73,105.244,0.578815
74,74.4878,-0.189631
75,127.486,0.522624
76,78.2206,-0.0732024
77,149.632,0.0146835
78,112.318,-0.267668
79,108.608,-0.968879
80,95.2593,-0.0160209
81,114.251,0.119972
82,82.4687,0.0812213
83,101.975,-1.62135
84,86.6975,0.158579
85,100.335,0.208675
86,84.3467,0.104952
87,81.3905,-0.0732685
88,114.48,0.426026
89,98.367,-0.776379
90,97.5857,0.535131
91,99.831,-0.324391
92,86.4558,-0.379903
93,101.772,0.260019
94,114.021,0.668054
95,97.3071,-0.16845
96,138.46,0.220144
97,98.4874,0.353506
98,94.117,-0.868994
99,94.1859,-0.0975288
100,114.248,-0.244172
101,97.7625,0.811675
102,116.585,0.671336
103,104.682,0.669894
104,82.2713,0.0914381
105,112.88,-0.784385
106,80.9303,-0.42644
107,88.6361,-0.428651
108,100.896,-0.0882923
109,115.521,-0.641498
110,109.732,0.0667168
111,107.401,0.651307
112,103.073,-0.468939
113,89.0888,-0.176741
114,104.565,1.2396
115,88.1208,-0.02237
116,94.8245,0.571648
117,109.306,0.468122
118,115.522,-1.32525
119,122.412,0.0953616
120,104.507,1.1973
121,129.473,-0.12038
122,90.19,0.354555
123,108.78,0.504542
124,123.884,-0.0040942
125,112.923,-0.349356
126,86.1616,-0.53865
127,119.702,0.141795
128,121.684,-1.21552
129,90.3581,-0.658602
130,81.4165,-0.819277
131,97.7337,0.31125
132,106.364,1.0737
133,129.535,0.821381
134,118.066,0.665212
135,75.6342,-0.12843
136,100.167,0.765336
137,95.4381,0.221305
138,98.4717,-1.42635
139,98.1278,-0.0135212
140,92.602,-0.937091
141,94.4867,-0.435107
142,100.822,-1.50398
143,122.236,-0.260398
144,112.498,-0.395692
145,67.6619,0.0498201
146,102.939,1.14803
147,109.719,-0.0528069
148,92.9604,-0.369647
149,74.2189,0.110626
150,108.733,0.278038
151,113.46,-0.0134804
152,105.425,0.444865
153,95.4318,0.0419742
154,145.627,-0.281989
155,125.298,-0.305871
156,111.235,1.32133
157,116.95,0.333701
158,107.152,0.996759
159,141.726,-0.18265
160,86.79,-0.134518
161,72.9698,0.386895
162,120.541,0.510114
163,118.293,-0.0700798
164,107.315,-0.805332
165,97.8258,0.506963
166,83.9762,-0.0922339
167,91.8343,0.205201
168,137.192,-0.827792
169,94.6876,-0.957133
170,107.309,0.0322674
171,108.302,-0.25055
172,133.962,-0.172357
173,88.127,-0.755808
174,114.415,-0.0720051
175,113.921,0.236673
176,93.954,0.503289
177,85.1075,0.120199
178,113.018,-0.0837768
179,115.611,-0.904284
180,98.1229,0.247796
181,121.772,-0.357691
182,102.165,-0.918097
183,118.648,-0.371187
184,102.391,-0.39906
185,133.965,-0.342998
186,90.7141,-0.469137
187,108.332,-0.251966
188,103.692,0.881154
189,90.5125,-0.394048
190,103.919,1.04288
191,151.315,-0.72395
192,83.4138,0.23875
193,116.269,-0.462902
194,101.3,-0.198209
195,105.212,-0.487063
196,90.8571,-0.0791025
197,124.15,0.224154
198,97.0911,0.48511
199,128.501,-0.122741
200,84.4067,-0.426423
201,83.4323,-0.0667765
202,88.8962,0.0766403
203,118.715,-0.897618
204,102.544,0.11849
205,120.004,0.330883
206,107.609,-0.183921
207,128.936,0.712853
208,87.4031,-0.114277
209,86.0703,-0.466561
210,107.781,-1.48641
211,68.0565,0.0553128
212,76.0301,0.244417
213,99.0654,-0.258949
214,69.6322,0.457636
215,115.388,0.121633
216,93.0074,0.0269354
217,88.0651,0.285498
218,108.093,-0.465724
219,101.225,0.773286
220,89.6988,-0.110517
221,114.267,-0.0914486
222,112.046,0.621321
223,86.6364,-0.160698
224,87.8545,-1.25699
225,94.2605,-0.295664
226,117.277,0.356346
227,106.004,-0.444025
228,117.63,-0.393354
229,62.1778,-0.147797
230,80.5893,-0.335289
231,106.08,1.52352
232,109.887,-0.21288
233,90.8709,0.511505
234,102.409,0.265421
235,142.564,0.151198
236,93.4801,-0.156996
237,105.36,-0.575815
238,102.094,-0.105328
239,83.8849,0.00283964
240,101.523,-0.10246
241,137.501,0.181034
242,103.556,1.5225
243,103.012,-0.36544
244,68.4058,0.00714895
245,117.688,0.531662
246,107.768,-0.379389
247,96.7084,0.449701
248,92.1555,0.548191
249,87.9688,0.535779
250,87.9529,0.440481
251,106.198,-0.0880154
252,142.551,-0.186426
253,129.86,-0.0443721
254,91.1978,-0.750811
255,102.355,-1.4532
256,84.5899,0.0235404
257,93.3065,-0.42736
258,99.3369,0.216643
259,115.615,0.160999
260,96.4956,0.0430355
261,97.8789,-0.212033
262,122.593,-0.206399
263,99.1688,0.885883
264,81.5467,0.173334
265,89.2817,0.0572853
266,103.166,-0.687352
267,121.063,0.36214
268,99.7127,-0.280392
269,92.3737,-0.431272
270,117.862,-0.799814
271,77.1119,0.24204
272,101.992,-0.0606245
273,99.073,0.01852
274,86.1671,0.281213
275,132.643,0.164339
276,92.7428,0.327416
277,108.555,0.0139841
278,104.958,-0.382802
279,103.55,-0.0197074
280,102.198,0.706009
281,86.4558,-0.165215
282,80.1041,0.493736
283,108.539,-0.413151
284,83.7179,0.192752
285,84.5499,-0.00905593
286,126.779,0.400567
287,117.925,1.15647
288,122.878,-0.366912
289,105.759,-0.288288
290,132.409,0.113722
291,109.875,-0.25459
292,96.7946,0.11079
293,102.588,-0.430235
294,86.65,-0.0744271
295,126.328,0.0534582
296,81.2675,-0.183248
297,74.6084,-0.730586
298,81.9621,0.261257
299,85.2273,-0.328957
300,106.617,0.742276
301,94.3377,-1.01565
302,110.001,-0.610002
303,93.1111,0.256178
304,115.096,-0.110059
305,131.956,-0.151517
306,64.548,-0.190765
307,91.4864,0.290099
308,88.3149,-0.386607
309,112.3,0.0108563
310,118.597,-0.0613946
311,92.99,-0.343379
312,118.66,0.733083
313,104.261,0.873153
314,87.9585,-0.189394
315,91.9252,0.100714
316,101.016,0.201341
317,84.3112,0.320724
318,97.0511,0.954056
319,108.38,0.654609
320,91.8594,-0.938909
321,82.4102,-0.226008
322,104.951,0.446279
323,98.529,-0.630671
324,87.463,0.323971
325,118.562,-0.0581981
326,93.225,0.550868
327,124.46,-0.305784
328,92.8382,0.325172
329,94.8988,-0.350961
330,109.093,0.074842
331,88.8146,-0.698299
332,109.23,1.4813
333,71.9964,0.288704
334,110.481,1.13003
335,96.6644,0.411612
336,102.906,0.276091
337,113.966,-0.395051
338,100.589,1.1433
339,105.927,-0.554784
340,87.8401,0.171108
341,76.2349,-0.443031
342,112.207,0.583922
343,103.978,0.297632
344,87.0256,0.0595453
345,102.059,-0.0386156
346,108.843,-0.983418
347,91.4277,0.151355
348,123.989,-0.686076
349,105.211,-0.289885
350,98.3581,-0.498771
351,72.0506,-0.00806975
352,120.513,0.481634
353,134.244,0.298533
354,79.6047,-0.176011
355,107.992,0.274431
356,89.5072,0.329246
357,105.283,1.096
358,91.7791,-0.0150691
359,95.4648,0.492654
360,96.6601,-2.32611
361,84.6853,-0.292456
362,117.488,-0.656692
363,99.4285,0.835453
364,129.846,-0.981397
365,83.6882,0.0916003
366,90.7237,0.288996
367,124.653,-0.108965
368,113.604,-0.943067
369,99.9579,-0.122341
370,88.2342,0.610418
371,94.544,0.035205
372,81.5108,0.284112
373,89.7592,-0.991204
374,111.017,0.265068
375,126.588,-0.730452
376,111.047,-0.0216654
377,126.659,-0.214252
378,108.294,-0.250143
379,84.0605,-0.179879
380,116.318,0.223112
381,147.298,0.166872
382,99.2671,-0.316296
383,107.195,0.485617
384,93.3505,-0.238199
385,96.8793,-0.414766
386,95.6401,-0.23898
387,76.4659,-0.21139
388,84.0432,0.356576
389,141.916,-0.160247
390,90.7105,0.378543
391,104.537,0.204737
392,92.0883,0.100952
393,113.471,0.39568
394,83.2774,0.294204
395,76.4026,-0.33456
396,96.478,0.598833
397,73.937,-0.0570305
398,99.2423,-0.249963
399,101.225,0.306492
400,111.696,0.81189
401,97.1195,0.255577
402,87.8662,-0.255188
403,121.149,0.288465
404,127.18,-0.729789
405,105.983,-0.0890788
406,90.0271,0.350772
407,103.496,0.210433
408,102.147,0.383429
409,106.145,-0.155333
410,93.0909,0.0991131
411,85.3677,-0.415705
412,107.265,1.14844
413,102.794,0.127144
414,109.203,-1.44916
415,73.7024,-0.352993
416,93.1423,0.440654
417,86.7879,-0.647697
418,90.5311,-0.110132
419,69.3745,0.301799
420,110.307,-0.0220397
421,74.1129,0.313551
422,118.296,0.0486137
423,116.779,-0.547165
424,89.9632,-0.175913
425,114.144,-0.598213
426,102.059,0.368833
427,126.402,-0.133317
428,126.544,-0.442345
429,109.331,0.202619
430,118.255,-0.726528
431,140.434,0.030478
432,81.0001,0.356486
433,101.65,0.682523
434,115.166,0.0257453
435,152.141,0.00261902
436,87.5868,0.162578
437,104.134,0.842164
438,98.3017,-0.664333
439,139.086,-0.875888
440,123.172,-0.0882725
441,129.75,-0.0556979
442,107.419,0.527672
443,119.761,-0.247702
444,120.425,0.174757
445,98.4861,-0.419286
446,121.633,-0.249856
447,97.2021,0.031706
448,86.3481,0.0243451
449,107.067,-0.238455
450,107.89,-0.231164
451,101.624,0.0461701
452,91.1779,-0.255754
453,161.141,-1.13026
454,91.788,0.102888
455,102.054,0.405687
456,102.228,0.758353
457,138.55,0.0540415
458,122.173,-0.326771
459,93.4424,-0.155938
460,97.2253,-0.419414
461,104.141,-0.761915
462,92.0685,-0.215001
463,100.634,0.20402
464,89.3741,0.253983
465,91.5766,-0.0675196
466,106.362,1.39746
467,84.5525,-0.49449
468,127.436,-0.221963
469,120.744,0.229163
470,102.898,-0.00860315
471,117.469,-0.100408
472,86.5875,-0.00226003
473,135.242,0.108485
474,94.1733,0.137131
475,86.0225,-0.0363484
476,90.2754,-0.276455
477,110.173,-0.128591
478,92.4231,-0.330919
479,103.482,0.588578
480,84.5046,-0.285834
481,97.426,0.385274
482,114.983,-0.17679
483,105.639,0.981045
484,96.6795,-0.943339
485,107.859,-0.156077
486,103.991,0.20432
487,120.898,0.432005
488,90.0877,-0.524988
489,118.766,-1.08849
490,98.3495,0.141374
491,103.85,1.56025
492,114.528,-0.228051
493,79.8482,0.0691739
494,96.125,-0.247261
495,123.06,-1.15489
496,112.186,0.287024
497,106.824,-0.497407
498,113.521,-0.403027
499,99.951,0.406704
500,105.283,2.30631
501,95.003,-1.15305
502,123.672,0.719946
503,86.5377,0.452637
504,129.433,0.00174634
505,103.605,1.17512
506,111.657,0.72414
507,96.3075,-0.17453
508,95.2138,0.447862
509,91.6398,-0.554178
510,125.71,-0.38551
511,114.341,1.17861
512,94.5059,0.292586
513,101.284,-0.238338
514,73.1599,0.521896
515,105.545,1.47602
516,108.237,0.443425
517,85.8391,0.749295
518,155.114,-0.334173
519,88.8607,0.455544
520,81.7911,0.386602
521,94.4792,0.406643
522,106.463,0.37539
523,136.294,-0.0254844
524,92.652,-0.529813
525,100.889,0.515356
526,98.1387,0.934505
527,90.1328,-0.0767149
528,88.2335,-0.466006
529,84.4045,0.402636
530,67.7263,-0.150278
531,109.288,-0.8922
532,88.9866,0.509429
533,106.976,-0.21583
534,99.9847,-0.552553
535,84.3288,0.151782
536,93.5012,0.828573
537,99.8491,-1.05268
538,90.2483,0.44487
539,95.8888,-0.51895
540,114.469,0.77884
541,110.264,-0.11005
542,120.674,0.13847
543,92.8022,0.000581915
544,97.8855,0.652449
545,105.417,0.71063
546,81.8915,-0.417579
547,136.037,-0.763981
548,116.726,0.513492
549,99.6275,0.42977
550,134.807,-0.356633
551,97.0665,-0.416119
552,112.116,0.641392
553,82.4185,0.415883
554,113.108,0.740511
555,90.2721,0.126924
556,121.13,-0.182541
557,108.577,0.220127
558,108.936,0.129602
559,92.8857,-0.116554
560,114.394,-0.345976
561,118.727,0.104826
562,92.836,0.270519
563,114.121,0.047618
564,135.077,-0.438851
565,105.274,0.0295134
566,97.8169,0.2491
567,94.1492,0.216573
568,116.433,0.0465662
569,119.497,-0.202257
570,67.5316,-0.451159
571,98.721,-0.568621
572,117.91,-0.791888
573,156.495,-0.481213
574,90.8153,-0.360118
575,87.9183,0.148553
576,116.688,-0.283988
577,108.112,-0.0536013
578,104.436,1.51244
579,106.203,-0.283441
580,68.9971,-0.293537
581,102.39,0.649062
582,88.0192,-0.235044
583,102.774,-0.714519
584,89.4094,0.338259
585,85.4953,-0.109871
586,102.956,0.0704272
587,98.7876,-0.108116
588,99.5938,0.874456
589,105.675,0.223213
590,106.781,0.965033
591,119.782,0.256986
592,109.745,0.260251
593,75.6102,0.163439
594,90.69,0.239623
595,77.9334,-0.16887
596,87.1086,0.292621
597,87.2883,-0.343686
598,126.795,0.298831
599,127.489,0.32612
600,82.7654,-0.318806
601,114.805,0.0190231
602,104.155,1.04796
603,96.7967,-0.235567
604,104.979,0.538829
605,77.4551,-0.0664087
606,106.539,-0.244945
607,99.369,-0.448626
608,96.3857,-0.00285927
609,131.213,-0.697835
610,92.9749,-0.0823921
611,102.075,0.40965
612,84.6428,-0.195844
613,118.164,0.440718
614,104.655,-0.922722
615,94.378,0.066316
616,106.945,0.560819
617,103.271,0.60947
618,97.8481,-0.368687
619,106.712,-0.311452
620,115.968,-0.585279
621,108.737,0.362014
622,91.057,-0.167042
623,115.617,0.196539
624,85.2407,0.19741
625,122.054,-0.820138
626,76.7479,-0.110004
627,115.425,0.85505
628,96.1124,0.904051
629,83.4763,-0.174032
630,156.303,-0.848072
631,111.967,-0.169961
632,107.784,-0.891206
633,109.719,1.45766
634,73.5235,-0.288737
635,106.064,-1.10099
636,111.239,-0.710974
637,83.3669,0.0971821
638,115.165,-1.18038
639,111.043,-1.02593
640,109.283,-0.766642
641,96.4471,-0.216055
642,88.7239,-0.0169365
643,149.903,-0.387492
644,80.2392,-0.336334
645,93.5386,-0.395266
646,110.02,0.300207
647,83.1439,-0.227712
648,86.5192,0.482735
649,97.9757,0.0656087
650,111.382,0.0539963
651,114.267,-0.00447466
652,124.639,-0.527944
653,100.089,1.33395
654,90.1635,-0.110414
655,119.149,-0.178094
656,78.3091,-0.49646
657,119.498,0.113024
658,104.843,0.200138
659,130.307,0.358756
660,122.835,-0.0178426
661,93.7586,-0.420943
662,114.244,-0.182264
663,101.81,0.0234862
664,76.4671,-0.346447
665,114.418,-0.781299
666,103.007,0.603368
667,98.7095,0.148551
668,106.376,0.763109
669,104.677,0.753352
670,106.864,0.894976
671,125.142,-0.72858
672,106.255,-0.777619
673,75.879,-0.232138
674,104.7,-0.54447
675,110.227,-0.446236
676,108.043,-0.0797285
677,129.126,-1.49376
678,123.268,0.241669
679,103.547,0.0111763
680,111.946,-0.985452
681,89.9183,-0.0154038
682,105.364,0.295489
683,117.117,0.563558
684,105.746,-0.0347488
685,92.2534,0.551533
686,93.1543,0.420998
687,92.4843,-0.0832242
688,112.026,-0.674097
689,113.144,-0.0708404
690,90.5453,-0.0673705
691,99.5569,-0.893481
692,115.183,-0.633541
693,119.494,0.140314
694,120.658,-0.0891311
695,106.106,1.82376
696,77.5743,0.17373
697,104.953,1.75766
698,107.901,0.109973
699,87.2341,-0.142299
700,91.5639,0.943725
701,86.248,0.0866148
702,83.0216,-0.230913
703,94.1505,0.101575
704,81.9078,-0.195101
705,112.36,0.042216
706,107.051,-1.38986
707,95.7452,0.499515
708,78.4852,-0.210558
709,98.0398,-1.47386
710,90.7345,0.216875
711,120.716,0.0413593
712,121.475,-0.413886
713,131.033,-0.150081
714,104.302,0.486318
715,95.5578,0.391167
716,98.1076,0.100463
717,107.853,0.120094
718,110.748,0.683519
719,87.4979,0.202334
720,93.1097,-0.294522
721,110.642,-0.626522
722,85.742,-0.225019
723,120.002,0.487699
724,114.5,-0.216772
725,92.424,-0.186203
726,92.5466,0.324392
727,85.2837,-0.170717
728,104.076,-0.139869
729,112.115,0.283972
730,125.87,0.0461688
731,94.875,-0.798086
732,85.6561,0.0646116
733,87.3956,0.101412
734,89.758,-0.149984
735,99.5927,-2.9857
736,119.887,-0.511756
737,93.211,-0.103392
738,104.675,-0.189048
739,124.103,0.233719
740,94.3116,0.0749488
741,89.8605,-0.0971565
742,95.4038,0.158956
743,108.509,-1.03284
744,103.704,0.85939
745,99.2228,-1.45117
746,109.301,-0.298428
747,69.1534,-0.470086
748,85.6536,0.136371
749,87.8598,-0.27805
750,103.322,-0.671514
751,107.185,1.48632
752,114.388,0.307686
753,111.884,-0.124107
754,94.2752,-0.290174
755,85.7175,-0.219923
756,109.126,0.199098
757,117.955,0.0163132
758,117.579,0.182303
759,107.633,-0.276221
760,94.7526,-0.0337055
761,101.577,0.700237
762,101.882,0.140823
763,102.891,0.899226
764,124.677,-0.973158
765,85.4729,0.624391
766,70.7733,0.0932428
767,122.872,0.262738
768,88.4596,0.343164
769,110.204,0.377522
770,110.149,-0.385428
771,100.843,0.380713
772,107.245,-0.971313
773,85.5685,0.382001
774,111.797,0.128881
775,104.57,0.996605
776,97.8467,0.175247
777,101.383,-0.237844
778,94.772,-0.0442603
779,115.917,-0.799591
780,104.947,0.28816
781,83.8961,0.0926899
782,83.3079,0.312654
783,123.684,-0.658548
784,85.3037,-0.109403
785,94.5122,-0.704595
786,127.619,-0.675604
787,109.298,0.130247
788,84.8724,-0.580338
789,107.907,0.385911
790,85.5583,-0.201858
791,117.282,-0.600334
792,98.9282,0.0196541
793,83.4687,0.0234348
794,87.4336,-0.101302
795,78.6005,-0.162606
796,109.371,1.00569
797,96.5752,0.112294
798,108.682,-0.64685
799,97.714,-0.0738398
800,72.7451,0.495836
801,95.0759,0.584831
802,90.0075,0.340161
803,91.4791,-0.366317
804,95.8204,-0.125508
805,110.932,-0.17432
806,106.404,-0.312743
807,95.956,0.134784
808,101.709,-0.261174
809,115.176,-0.0261372
810,104.087,0.582909
811,103.361,0.75806
812,102.736,0.14104
813,106.476,0.244127
814,91.4396,-0.0339578
815,101.517,-0.927469
816,95.0218,-0.518583
817,114.972,-0.0116031
818,109.852,-0.258094
819,114.261,0.0613696
820,93.0273,0.0716898
821,77.9046,0.268523
822,99.8611,0.151315
823,96.8117,0.73537
824,131.709,0.39808
825,95.8279,-0.128358
826,112.512,-0.150706
827,101.906,-1.07048
828,110.777,0.589476
829,124.198,-0.144709
830,90.4078,-0.162692
831,103.886,0.183101
832,91.7138,0.42724
833,97.4484,-0.836239
834,97.7721,0.100075
835,108.138,-1.22938
836,81.4822,-0.633034
837,66.7623,-0.0747434
838,100.763,0.202656
839,121.378,-0.850505
840,87.6445,0.27118
841,71.6194,-0.163826
842,101.947,-0.701961
843,118.779,0.294681
844,114.399,0.463691
845,99.583,0.371606
846,121.899,0.618011
847,127.138,-0.777456
848,95.2884,0.308859
849,97.5027,-0.102624
850,94.6077,-0.416462
851,89.6557,0.113784
852,74.1227,-0.139117
853,132.425,-0.223761
854,89.6818,0.357304
855,108.639,1.00442
856,107.44,0.826398
857,92.489,0.278277
858,113.685,-0.692021
859,115.605,-0.541886
860,92.4271,0.655391
861,83.0459,0.106135
862,110.384,1.09739
863,84.7274,-0.807304
864,95.9936,-0.380991
865,119.97,0.51706
866,80.4036,0.640616
867,106.633,1.40786
868,117.418,-0.220651
869,108.452,-0.204867
870,83.7927,0.232472
871,107.782,0.302851
872,105.782,-0.39508
873,133.307,-0.166517
874,109.161,1.17973
875,137.16,0.00161775
876,92.6763,-0.0747706
877,76.212,-0.0845274
878,100.217,0.695845
879,103.664,-1.29355
880,123.48,-0.216962
881,69.1824,-0.446592
882,113.952,0.317857
883,93.2085,-0.782373
884,103.552,-0.17438
885,99.4081,-1.33217
886,84.0939,-0.449755
887,80.3437,-0.15487
888,104.095,1.98062
889,111.621,-0.552569
890,115.204,0.190944
891,115.436,-0.68216
892,116.389,0.594672
893,94.8619,-0.211799
894,80.0781,-0.552516
895,96.1031,0.547827
896,92.0772,-0.021601
897,124.683,-0.552167
898,121.191,0.0911815
899,91.1911,-0.538632
900,127.758,0.402679
901,111.758,0.0764369
902,110.35,0.339147
903,100.322,0.105265
904,136.95,-0.306967
905,83.3837,-0.0791096
906,83.8806,-0.160923
907,87.4472,0.439003
908,82.0806,0.103118
909,92.0213,-0.250107
910,94.8301,-0.56113
911,99.0206,0.0456193
912,108.889,-0.394644
913,75.8806,-0.447359
914,117.211,-0.289588
915,89.072,0.543547
916,96.8618,0.232571
917,98.0521,0.148093
918,131.688,-0.446461
919,110.179,-0.67967
920,122.904,0.1869
921,72.3824,-0.781587
922,116.495,-0.0975024
923,83.8445,0.432549
924,96.699,-0.0310744
925,107.535,-0.325488
926,109.154,0.926677
927,110.087,0.136793
928,125.29,0.0313113
929,84.7255,-0.463812
930,117.212,-0.254198
931,112.217,0.407064
932,85.9546,-0.118222
933,96.4576,-0.0653498
934,118.301,-0.434942
935,89.8586,-0.23207
936,96.2247,-0.346308
937,123.666,-0.4533
938,79.405,0.0515401
939,108.248,0.273697
940,126.315,-0.389714
941,83.8032,-0.0537862
942,88.2005,-0.0301813
943,80.9867,-0.576119
944,102.563,0.251921
945,125.901,0.148677
946,87.5795,0.0280172
947,83.3779,0.173691
948,71.9301,0.36285
949,116.914,-0.119713
950,68.7014,-0.115804
951,99.0554,-0.953777
952,105.021,-0.225302
953,103.773,0.243394
954,98.4085,-0.895299
955,101.622,0.219239
956,92.9984,-0.0992929
957,98.974,-0.123866
958,110.66,-0.0202206
959,103.309,0.694932
960,115.623,1.35767
961,95.2068,0.390115
962,115.715,-0.591125
963,85.4896,0.403273
964,84.5215,-0.0569952
965,98.0691,-0.24898
966,93.2185,-0.300629
967,99.9913,0.0397418
968,108.883,0.0647966
969,99.7857,-0.105091
970,100.948,-1.12344
971,97.8089,-0.264628
972,96.1179,-0.911085
973,116.726,0.0362806
974,96.7173,0.373151
975,95.9727,-0.240757
976,100.922,-0.309978
977,126.1,-0.221258
978,93.4546,0.353546
979,103.191,0.675096
980,102.656,0.801244
981,87.968,0.18436
982,101.865,-0.24252
983,108.916,0.927694
984,113.893,0.136532
985,96.2018,0.030871
986,102.89,0.600554
987,114.132,-0.152943
988,77.0129,-0.0750526
989,113.26,-0.78505
990,115.168,-0.342355
991,96.8735,-0.641732
992,103.273,-1.04869
993,95.0175,-0.122851
994,98.3741,0.318167
995,92.346,0.194418
996,108.262,0.819843
997,77.2269,0.313475
998,81.9445,-0.179347
999,105.369,0.838282
1000,116.956,-0.00592103
